"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"White's Row Resident","Tower Hamlets, Londra Mostra sulla mappa","£61","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale","7,6","Buono","33 recensioni","https://www.booking.com/hotel/gb/white-39-s-row-resident.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=519640102_279479686_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=184&highlighted_blocks=519640102_279479686_0_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=519640102_279479686_0_0_0__6100&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hyde Park Studio","Quartiere di Westminster, Londra Mostra sulla mappa","£61","1 notte, 1 adulto","Appartamento","1 letto matrimoniale alla francese","6,4","Punteggio medio","35 recensioni","https://www.booking.com/hotel/gb/hyde-park-studio-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=441147901_131912352_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=185&highlighted_blocks=441147901_131912352_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=441147901_131912352_0_0_0__6110&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Beverley House Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£61","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,5","Buono","1.385 recensioni","https://www.booking.com/hotel/gb/beverly-house.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=284967301_250160792_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=186&highlighted_blocks=284967301_250160792_0_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=284967301_250160792_0_0_0__6120&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Millennium Gloucester Hotel London","Kensington e Chelsea, Londra Mostra sulla mappa","£62","1 notte, 1 adulto","Camera Matrimoniale Deluxe","1 letto matrimoniale alla francese","7,4","Buono","4.636 recensioni","https://www.booking.com/hotel/gb/milleniumgloucester.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=11069955_285631358_2_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=187&highlighted_blocks=11069955_285631358_2_2_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=11069955_285631358_2_2_0__6173&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Holiday Inn London Kensington High St.","Kensington e Chelsea, Londra Mostra sulla mappa","£62","1 notte, 1 adulto","Camera Standard","Letti: 1 matrimoniale o 2 singoli","8,0","Ottimo","4.245 recensioni","https://www.booking.com/hotel/gb/kensington-close-and-spa.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=17735709_87493712_2_34_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=188&highlighted_blocks=17735709_87493712_2_34_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17735709_87493712_2_34_0__6200&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Grange Portland Hotel","Camden, Londra Mostra sulla mappa","£63","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","8,2","Ottimo","170 recensioni","https://www.booking.com/hotel/gb/portland-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3710003_86722301_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=189&highlighted_blocks=3710003_86722301_0_1_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3710003_86722301_0_1_0__6344&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Garden Court Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£64","1 notte, 1 adulto","Camera Singola con Bagno Privato Esterno","1 letto singolo","8,1","Ottimo","1.841 recensioni","https://www.booking.com/hotel/gb/gardencourthotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=60179_88651814_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=190&highlighted_blocks=60179_88651814_0_2_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=60179_88651814_0_2_0__6414&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rochester Hotel by Blue Orchid","Quartiere di Westminster, Londra Mostra sulla mappa","£64","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,9","Buono","1.272 recensioni","https://www.booking.com/hotel/gb/grange-rochester.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3773403_201666750_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=191&highlighted_blocks=3773403_201666750_0_1_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3773403_201666750_0_1_0__6434&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mercure London Paddington Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£64","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,5","Buono","1.596 recensioni","https://www.booking.com/hotel/gb/londoncrownhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=10436208_246030767_1_42_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=192&highlighted_blocks=10436208_246030767_1_42_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=10436208_246030767_1_42_0__6448&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Grange Beauchamp Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Matrimoniale Classic","1 letto matrimoniale alla francese","8,0","Ottimo","732 recensioni","https://www.booking.com/hotel/gb/the-beauchamp.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3710408_86722307_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=193&highlighted_blocks=3710408_86722307_0_1_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3710408_86722307_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Grange Buckingham Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Monolocale Matrimoniale Standard","1 letto matrimoniale","8,2","Ottimo","186 recensioni","https://www.booking.com/hotel/gb/buckingham-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3710203_86722302_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=194&highlighted_blocks=3710203_86722302_0_1_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3710203_86722302_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Grange Clarendon Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,9","Buono","671 recensioni","https://www.booking.com/hotel/gb/clarendon-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3770803_86722310_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=195&highlighted_blocks=3770803_86722310_0_1_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3770803_86722310_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Grange Lancaster Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Matrimoniale Superior","1 letto matrimoniale alla francese","7,9","Buono","672 recensioni","https://www.booking.com/hotel/gb/lancaster.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3710304_86722297_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=196&highlighted_blocks=3710304_86722297_0_1_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3710304_86722297_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Grange Blooms Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,7","Buono","452 recensioni","https://www.booking.com/hotel/gb/grange-blooms.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3710102_86722298_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=197&highlighted_blocks=3710102_86722298_0_1_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3710102_86722298_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Grange White Hall Hotel","Camden, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Doppia con Letti Singoli","2 letti singoli","7,5","Buono","709 recensioni","https://www.booking.com/hotel/gb/grange-white-hall.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=3709804_86722303_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=198&highlighted_blocks=3709804_86722303_0_1_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3709804_86722303_0_1_0__6497&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Z Hotel Tottenham Court Road","Quartiere di Westminster, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,7","Favoloso","6.093 recensioni","https://www.booking.com/hotel/gb/z-tottenham-court-road.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=303049301_111194707_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=199&highlighted_blocks=303049301_111194707_0_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=303049301_111194707_0_0_0__6500&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"St. David's Hotels Paddington","Quartiere di Westminster, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Camera Singola con Bagno in Comune","1 letto singolo","7,4","Buono","3.454 recensioni","https://www.booking.com/hotel/gb/st-david-39-s-hotels.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=218260305_276581349_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=200&highlighted_blocks=218260305_276581349_1_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=218260305_276581349_1_0_0__6500&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Oxbridge Apartments","Kensington e Chelsea, Londra Mostra sulla mappa","£65","1 notte, 1 adulto","Monolocale","1 letto matrimoniale alla francese","7,9","Buono","388 recensioni","https://www.booking.com/hotel/gb/oxbridge-apartments.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4Av_rwYAGwAIB0gIkYTY2YzVmZjYtNDljNS00MWZlLWIxM2ItNzgzYjc5NjVlMmNj2AIE4AIB&sid=b02799b7e5560be23423c3b21eb7f3f4&all_sr_blocks=63900901_91847083_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=201&highlighted_blocks=63900901_91847083_0_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=63900901_91847083_0_0_0__6500&srepoch=1611691520&srpvid=abc48d3f62c7015a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
